菜名	简介	食材-主料	食材-配料	制作步骤	URL
卤面条	小时姐妹中吃饭我是最挑剔的一个，邻家四嫂常笑说我家人偏向我，不喜欢吃的东西，我闹了之后，就可以重新做我喜欢吃的，而妹妹就不行，闹了也是白闹，其实主要是他们比我省事罢了，家里做什么吃什么，不挑饭。 我什么时候开始不挑饭呢，估计应该是自己开始做饭之后才不至于让别人头疼我的吃饭问题，表姐跟随我们做饭的时候，最担心的就是饭做好了之后会不合我的意，即使那时我也要参加工作了，还会闹的她们不安生，现在想想，真是对不住别人啊，那么辛苦的做好一餐饭，看到的是我一幅苦脸，所以常常是没有得到我的同意，表姐不敢自行决定吃什么饭。 我最讨厌的是面条，在以面食为主的地界，旧时米不象现在这样到处有卖，确实不吃面条给家里做饭的人带来很大的困难。虽然讨厌面条，但只有一项不讨厌，就是蒸面条，也称为卤面条。 在旧时，即使做一次卤面条，也不是容易的事情，卤面条对面条的要求高，自己手擀的面不适宜做蒸面，农村那时还没有压面条机，哪里象现在，农村家家户户都有家庭型的压面条机器了。我家算是城市近郊，相对农村来说，东西有时还算先进一些，记得刚有压面条机的时候，是人工搅动的，自己拿着面一斤再补上二分钱还是几分钱就可以加工机器压的面条，因为就那么一台手动的机器，记得要等好久好久才能压到面条。生活条件的局限，吃一次卤面条不亚于过一次节日，所以，在乡间，这是比较奢侈的饭食。 父亲曾因我这样的一次奢侈后，限制我去亲戚家走动。 暑假的时候去姑姑家做客，虽然是客人不像在家时闹饭，但却也对人家提出了要求，说要吃卤面条。客人提出来要求，主人好像没有不答应的道理。在我的记忆里好像是姑姑头一天晚上就嘱咐表姐第二天一大早去乡里赶集，姑姑家在农村，距乡村集市还要有近十里的路程吧，吃卤面要用到菜，那个时候咱就不说里面的肉了，因为不过年过节的，谁家吃肉啊，农村人是地里结什么吃什么，买菜来说，对人家已经是高要求了，不知道是不是姑姑家没有种豆角，因为在乡间蒸面条都用豆角的。 我现在对于那次的蒸面条如何吃的，是一点印象也没有，不知道如何吃如何做，但指定是让人家做了大难的，不然，区区一餐饭，我父亲如何知道我在人家那里要食吃？父亲后来限制我去亲戚家住就是为了不给别人添这样的麻烦。 卤面条就这样的成为一个挑食者的爱和痛了。	细切面, 1000g; 猪肉, 400g; 黄豆芽, 500g	淀粉, 适量; 蛋清, 1个; 花椒, 适量; 食盐, 适量; 大茴, 适量; 盐, 适量; 油, 适量; 葱, 5g; 姜, 20g	1. 买回细切面，用食用油拌匀，放在蒸锅里蒸熟。2. 凉水开始大约蒸10-15分钟，把蒸熟后的面条拿出抖散备用。3. 切好的肉片加入少许淀粉和蛋清拌匀备用，我用的肉太瘦，防止太干柴口感不好，加入淀粉蛋清让其滑嫩一些。如果是五花肉就不需此工序了，做这个面最好选用五花肉。4. 锅内放油，凉油下肉片炒散，热油容易粘锅，肉片六成熟即可铲出。5. 炒锅继续放油，炸香花椒和大茴，等花椒大茴出香味后，下入姜丝炒香。放入黄豆芽翻炒，加入食盐和酱油。6. 放入刚铲出锅的肉片继续翻炒，同时按面条的量加入清水煮菜。如果豆芽里面含水分较多，就可以不加水了。7. 如果无法把握好菜汤的多少，可以先盛出一些菜汤在碗中。8. 然后把面条放入菜中翻拌均匀，让每根面条都吸收到菜的汤汁。9. 尽量让面条翻拌均匀，如果汤汁刚好滋润面条，就不必用盛出的汤汁了，如果菜里的汤无法滋润面条，就可以把刚盛出的汤一点点的淋到面条身上，继续翻拌。喜欢湿润口感的，可以多加一些汤汁，我喜欢干的，所以，面条看起来不那么湿润。10. 将在炒锅中翻拌均匀的面条，重新放入蒸锅中，等锅周围上汽后，再蒸十分钟即可。	http://www.haodou.com/recipe/50186
土豆炖茄子	地道的东北菜，好做更好吃，我家很喜欢的一道菜，隔三差五的就来一顿，尤其是那个菜汤泡饭，很下饭啊。。。	茄子, 300g; 土豆, 100g; 猪肉片, 100g	精盐, 1/2勺; 生抽酱油, 1勺; 花椒面, 1/4勺; 鸡精, 1/2勺; 植物油, 适量; 葱花姜丝, 适量	1. 土豆去皮切滚刀块。2. 将长茄子去蒂，洗净。3. 用手掰成大块，放入盘子备用。4. 葱、姜切丝，备用。5. 将锅置于旺火上，放入豆油烧热，用葱丝、姜丝、炝锅爆香。6. 放入肉片煸炒一下至变色。7. 放入土豆块翻炒2分钟，炒至土豆断生。8. 放入长茄子块煸炒一下。9. 添入适量清水，放入精盐、酱油、花椒面，烧开后转中火炖至土豆块、长茄子块熟烂，见汤汁已浓稠时放入鸡精，盛出即可。	http://www.haodou.com/recipe/52260
青椒土豆片	这个菜没有放肉，喜欢肉肉的可以放入肉片或肉丝来炒。	青椒, 20g; 土豆, 100g	胡萝, 40g; 盐, 适量; 花椒面, 适量; 蚝油, 1勺	1. 青椒洗净，胡萝卜，土豆去皮洗净。2. 土豆和胡萝卜切成片。3. 青椒用手掰成小块。4. 锅中加油，稍多一点，热后放入土豆片，最好都扒拉开，炒得有些焦黄。5. 放入胡萝卜翻炒两分钟，待胡萝卜软后放青椒翻炒。6. 大概一分多钟后放盐，花椒面，蚝油，一小勺水沿锅边倒入，翻炒均匀，出锅。	http://www.haodou.com/recipe/50142
香葱蒸梭子蟹酱	梭子蟹，是海蟹，是我们当地的特产。不是自夸，虽然其它沿海也有出产，但都不及我们当地产的肥美，这蟹已成功申请地理标志保护商标。用它研磨的酱，细腻鲜香，加上盐发酵后，配上葱、蛋蒸，更上鲜美润口，配上玉米面贴饼，是相当不错的渔家饭。	梭子酱, 20g; 鸡蛋, 3个	葱白, 5g; 食用油, 适量	1. 准备梭子蟹酱三勺。2. 鸡蛋三个入酱内。3. 鸡蛋打散。4. 葱白切成末，放入蛋液内加量食用油拌匀。5. 入锅中大火蒸十五分钟。6. 出锅即可食用。	http://www.haodou.com/recipe/50208
蒜泥拌肉	这是一道凉拌菜，用的是煮熟的猪腿肉，菜呢，也只加了一种，北方家家过冬必备的大白菜。 猪腿肉，我们这叫腿碎肉。就是猪上腿贴猪骨剔下来的瘦肉。婆婆把它加了八角、酱油等香料象酱肉似的煮熟了，煮的软烂烂的，本打算切片就吃，被我发现，做成了凉拌菜。	酱猪腿肉, 300g; 大白菜, 200g	香菜, 适量; 蒜泥, 适量; 麻辣油, 1勺; 芝麻油, 适量; 盐, 适量	1. 大白菜去掉老帮只留嫩芯。2. 大白菜斜刀片成大片。3. 肉切成片。4. 白菜入焯水后过凉沥水，与切好的肉一起装盘。5. 加入香菜、蒜泥、醋、麻辣油、芝麻油、盐，吃时拌匀即可。 	http://www.haodou.com/recipe/50169
酥羊肉	酥羊肉的做法简单是陕西小吃的常见菜，酥羊肉的特色：汤清味浓，肉质酥嫩，清香爽口，可配锅盔、馒头食用。	羊肉, 2500g; 鸡蛋, 3个; 淀粉, 200g	姜粉, 15g; 精盐, 15g; 花椒粉, 15g; 葱花, 25g; 香菜, 25g; 熟猪油, 1500g	1. 将羊肉切成约0.5厘米厚的大片，放入盆内加姜粉、花椒粉、精盐腌5分钟。2. 鸡蛋、淀粉调成稠糊，将腌好的羊肉挂匀蛋糊3. 锅内加熟猪油烧至八成热时，放人挂匀蛋糊的羊肉，炸至金黄色时捞出，放入盘内入笼蒸至熟烂为止，取出切成0.3 厘米厚的长条。4. 盆内加肉汤、姜粉、花椒粉、精盐、肉条拌匀，盛入碗内，放入葱花、味精，撒上香菜即成。	http://www.haodou.com/recipe/49432
薯香蛋饼	鸡蛋是做料理时普通得再不能普通的食材了，容易购买，方便储存，价格还便宜。鸡蛋又是一种十分奇妙的食材，可塑性强，好吃，好熟，又有营养??不论是酒店的名厨，还是对料理得心应手的主妇，蛋在大家的心目中总是最好的食材。能够变换着花样，赋予鸡蛋无限想象的人，一定是充满生活智慧并快乐的人	鸡蛋, 1个; 蛋黄, 3个; 土豆, 100g; 火腿, 80g	葱花, 10g	1. 将土豆、火腿碎丁备用，一个鸡蛋和三个蛋黄打散备用。2. 热油锅，先放入土豆丁炒熟，再放入火腿丁炒香，出锅备用。3. 将炒好的土豆丁和火腿丁倒进蛋液里，加入葱花和盐拌均成混全蛋液。4. 热油锅，倒入混合蛋液，均匀摊开，用小火慢慢烘熟成蛋饼。	http://www.haodou.com/recipe/49449
炝酸辣土豆丝	土豆丝，我喜欢凉拌来吃，那脆生生的口感，加上花椒的香气，嚼在嘴里，酸溜溜，香麻麻的。 很下饭的一道小菜，土豆洗掉了部分淀粉，加了些许白醋，也很适合需要减肥瘦身的亲们哦！	土地豆, 100g	葱, 适量; 香菜, 适量; 食用渍, 适量; 花椒, 适量; 干红椒, 适量; 盐, 适量; 白醋, 1勺	1. 将土豆切成细丝，在水中洗去淀粉。2. 用水焯熟。3. 葱切成细丝，香菜切段。4. 将土豆丝、葱丝、香菜放在盘中。5. 锅烧热，加少许油，先放花椒炸先捞出。6. 再放入红椒略炸。7. 趁热倒入菜盆中，加盐和白醋。8. 调匀即可。	http://www.haodou.com/recipe/50174
青椒炒鱿鱼丝	鱿鱼，也称“柔鱼”，在台湾也称为“枪乌贼”，可供鲜食或干制。鱿鱼营养价值很高，是海洋赐予人类的天然水产蛋白质。鱿鱼的营养价值很高，富含人体必需的多种氨基酸，且必需氨基酸组成接近全蛋白，是一种营养保健型且风味很好的水产品	青椒, 200g; 鱿鱼, 300g	姜, 3g; 葱, 3g; 盐, 1勺; 油, 50ml	1. 辣椒洗干净切丝2. 鱿鱼洗干净切丝，生姜切丝备用3. 鱿鱼焯水，变色打弯即捞出4. 锅中放油，放入葱姜爆香。倒入鱿鱼快速翻炒与料混均匀，最后加入青椒5. 快速翻炒几下，即可装盘	http://www.haodou.com/recipe/51789
素炒三丝	清香爽口，是一款不错的素食。	土豆, 300g; 胡萝卜, 50g; 黄瓜, 100g	油, 适量; 葱, 适量; 盐, 适量; 味精, 适量; 五香粉, 适量; 醋, 适量; 姜, 适量	1. 土豆切丝用水泡上，黄瓜、胡萝卜切丝备用。2. 锅内放油烧热用葱姜炝锅，放入胡萝卜翻炒片刻，再放入沥干水的土豆丝翻炒，加入五香粉和少许醋，翻炒几下。3. 加入黄瓜丝翻炒至土豆断生。4. 加盐、味精出锅调味后。	http://www.haodou.com/recipe/50181
肉丝笋片	春笋，是春天最美味的时鲜之一	笋片, 100g; 肉丝, 50g	酱油, 3ml; 盐, 2g	1. 鲜笋剥好，洗净2. 切片备用3. 放入热水中焯一下水捞出控净水备用4. 鲜柔切丝，笋片，葱花备用5. 热锅热油爆香葱姜，放入肉丝滑熟6. 然后加入酱油和盐翻炒7. 再加笋片，翻炒至熟出锅~~8. 成品	http://www.haodou.com/recipe/49469
糯米丸子	我叫它水晶糯米丸儿，脑子里面蹦出来的。也不知道记得对不对？ 估计这个水晶的意思，应该是指糯米，蒸过之后，晶莹剔透，状似水晶。 虽然有看过别人做这个水晶糯米丸儿，但是我也没有完全照搬照抄。自己发挥了下，做了自家口味的糯米丸儿。 周日在妈妈家做了一次，周一晚上回家做了一次，里面的馅料也稍微做了改动，但是不管做，怎么做，都较着那么好吃！吃两次都还没吃够呢？	糯米, 300g	猪肉馅, 300g; 香菇, 10g; 姜末, 适量; 大葱, 20g; 胡椒粉, 适量; 盐, 适量; 鸡精, 适量; 胡萝卜, 80g; 鸡蛋, 1个	1. 糯米提前浸泡半天；猪肉剁糜；木耳切碎；香菇剁碎；胡萝卜切厚0.5厘米的片；辣椒放不放均可,我其实不喜欢这个味道。2. 猪肉剁成肉糜，加入蛋清（可以先加入蛋清，搅打一阵之后，再加入蛋黄，省的浪费），用筷子顺着一个方向用力搅打上劲，途中分次慢慢加入少许清水，搅打上劲。将所有材料切碎，加入其中，加入盐、胡椒粉、鸡精，搅拌均匀即可。3. 取一小块肉，捏成肉团。4. 将肉团在糯米中滚一下，沾满糯米粒。5. 胡萝卜切片（厚度在0.5厘米左右，很薄了揭的时候易烂）码在锅内。将裹满糯米的肉丸儿放在胡萝卜偏上。6. 锅内放水，开大火，烧开，蒸30分钟即可。喜欢吃胡萝卜的可以切厚点，蒸过之后超好吃！还能渗透点咸滋滋滴汤汁味道！我蒸的这些，胡萝卜被我吃了一大半！7. 出锅，装盘即可。	http://www.haodou.com/recipe/50058
没有豆面的驴打滚	正宗的小吃驴打滚最后外面是要滚上金黄的熟豆面的，我今天去买豆面的时候发现店里卖的不太好，而我又非常想做驴打滚，最后就决定用糯米粉和花生粉来做最后那一滚。	糯米粉, 150g	澄面, 50g; 花生粉, 30g; 白糖, 50g; 红豆粉, 50g	1. 将30克糯米粉倒入干净的锅里炒五、六分钟，炒熟倒出晾凉。2. 熟花生去皮用打粉器打成粉末。3. 将红豆粉中入2倍的开水冲开，加白糖和少许花生粉搅匀。4. 将花生粉，熟糯米粉和一些白糖混合后铺在面板上。5. 将100克糯米粉和50克澄粉混合，加入150克的水，搅拌均匀。6. 放入蒸锅里大火蒸15粉钟左右，中途要搅拌一次，让受热更均匀，面糊为半透明状取出晾凉至温热不烫手为宜。7. 将面团取出在花生糯米粉上压成薄厚均匀的大片，把红豆泥抺匀。8. 把涂好豆馅的面片朝一个方向卷起来，没有粘上粉的地方再滚几遍粘上粉。9. 切成小块即可食用。	http://www.haodou.com/recipe/49420
美味腌辣椒	这是一个朋友的祖传秘方，是四季皆可食用的下饭小菜。辣椒、胡萝卜富含维生素，且腌制后营养流失很少，这道小菜色泽鲜艳、促进食欲、老少咸宜。	辣椒, 5600g; 胡萝卜, 800g; 鲜姜, 400g; 大蒜, 400g	盐, 400g; 色拉油, 250g; 生抽, 10ml; 白糖, 20g; 味精, 20g; 白酒, 20ml	1. 辣椒洗净留蒂，在辣椒身上剪口，胡萝卜、鲜姜切片，混合放盆中。2. 蒜切大片也放入盆中拌匀，加入盐、色拉油、生抽、白糖、味精、酒，再拌匀，腌制三天。每天翻动三次。3. 花生洗净后放帘子上干蒸熟，再放热水中浸泡半小时，捞出沥净水。4. 把花生放在阉了三天的辣椒的底部，一天后搅拌均匀。5. 第一、二周一天搅拌一次，三周两天搅拌一次，三周后可装坛长期食用。	http://www.haodou.com/recipe/49428
扑闪疙瘩	在一个博友的博文里看到一段描写，大意是小的时候吃母亲做的并不美味的饭，这些饭虽然不美味，但毕竟是这些饭把自己养大。当时看后特别感动，让我想起我母亲的饭食来，小的时候因为挑饭，没少让大人们为难，但的确是啊，那个年代，那也许称不得美食的家常饭，却真的是养活着自己的生命。 河南豫剧《铡美案》里包拯有句唱词是：“要吃还是家常饭，要穿还是粗布衣......”道出生活的真谛，饥有饭，寒有衣，一样是生活的好境界。 老家有道最家常的饭，俗称“扑闪疙瘩”，名称来源于餐饭的动作上，提前醒好的面，双手掂起一端慢慢铺开来，一边铺一边闪动着下到滚开的锅中，动感很强，也称“撕疙瘩”，也是从动作上来，铺开来的面撒在锅里，要撕开成条状，容易煮与吃。据母亲讲，这道饭食用的季节就是麦收之后的夏季，因为旧时穷，轻易的吃不上小麦面，吃疙瘩一定要等麦收之后有了好面才能做来吃，虽然看来是极平常的一道饭菜，在当时，却又是期盼了一年的餐饭啊。 我小的时候无法理解这是一道让人期待的美食，每当母亲做疙瘩时，我的脸耷拉的够几个人来看。母亲当时无论如何不会想到，走到今天，我竟然很怀念她做的疙瘩，那普通的餐饭，在我的记忆里竟然占据了位置，也许，就是因为它曾经养活了我的生命吧。正如一段感情，在记忆里它或许是一段酸楚，但也正因为有了这样一份占据你记忆的爱，才丰富了你的感情世界，不管结果如何，我们都要存一份感恩的心去对待，因为爱的花曾经在你的心头开过。 心存感恩，享受春有百花秋有月，夏有凉风冬有雪的人间好时节吧。	面粉, 300g; 番茄, 50g; 豆角, 100g; 荆芥, 50g; 大蒜, 10g	葱, 10g; 姜, 适量; 食盐, 适量; 食用油, 适量; 十三香, 适量; 味精, 适量	1. 面的制作方法：先用适量面粉加盐和上极软的一块面，在和好的面盆里加水，把面用水养起来，一般是中午吃，早晨就和好面用水养起来醒着。从图片里可以看到，面是浸在水里的。2. 菜盘里的菜为：葱、姜丝、番茄、豆角、蒜片。3. 荆芥  吃疙瘩如果少了荆芥，吃起来的滋味要少了80%以上，没有荆芥的日子，还是不吃疙瘩的。4. 开火，炒锅放油，把第2图里所有的材料炒制，加入盐、十三香。5. 炒好的菜添入清水煮沸。6. 在煮汤水的功夫，为扑闪疙瘩做好准备工作，找了一个盆垫在面盆下，应该高于锅或平行于锅，利于进行扑闪的动作。7. 掂起面然后双手扑闪着开来，然后再撕成小片放入锅中。8. 面下完后煮到锅开一会面熟即可，今天做的少，汤很浓了，就没有再打一个蛋花在汤里，如果汤水比较清，可以搅鸡蛋碎撒在里面，增加汤的浓度。	http://www.haodou.com/recipe/50190
香甜米酒	米酒富含葡萄糖、维生素和多种氨基酸，有活气养血、活络通经及润肺的功效。酿好的米酒香甜醇美、易于消化吸收，是中老年人、孕产妇和体弱多病者补气养血之佳品。	糯米, 250g	甜酒曲, 200g	1. 米淘洗干净，用清水浸泡至用手一捻就碎即可。2. 米捞出沥干水，篜帘铺上纱布，将米铺在上面。3. 开大火篜20分钟，将米蒸熟。4. 将蒸熟的米连同纱布一起取出放在沥水容器中，用冰镇凉开水浇入镇凉。【手摸温温的即可】5. 将凉好的米放入戴盖的容器内，加入酒曲混合均匀，将饭抹平。6. 将抹平的饭中央挖一个小坑，再浇上一碗常温凉开水。7. 用保鲜膜包好口，再盖上盖。8. 上面盖上小被子等物品保温，放在30到35度地方发酵36到40小时。9. 从小坑里取出米酒即可。	http://www.haodou.com/recipe/49408
香椿芽拌豆腐	春天的香椿芽细嫩好吃，用腌好的香椿芽头加上豆腐，拌出来的菜 香椿拌豆腐的做法很简单，此菜软嫩可口，气味芳香，而且还具有良好的养身功效。据中医介绍，香椿拌豆腐可润肤明目，益气和中，生津润燥，适用于心烦口渴，胃脘痞满，目赤，口舌生疮 等病症。另外，香椿拌豆腐味甘微寒，能补脾益胃、清热解毒、利小便。适宜怀孕早期的妇女及幼儿食用。	香椿芽, 150g; 豆腐, 200g	盐, 10g; 鸡精, 2g; 香油, 5ml	1. 新买的香椿嫩芽，洗净控净水2. 加入盐腌制好，取3棵切细丁3. 用新买的热豆腐，最好是卤水豆腐切丁，4. 放入香椿细丁，加香油，鸡精，蚝油和盐拌匀即可5. 成品	http://www.haodou.com/recipe/49467
麻叶	麻叶，在我的记忆里应该属于节日里的一种小零嘴，大致还是因为物质匮乏，平时没事，不会支起油锅做这浪费油面的勾当，过年的时候，家家户户都要炸制一些节日里待客的食物，这个时候才会捎带着和面炸一些麻叶，等家里有拜年的人过来时，端出来给大家做零食吃，麻叶的地位相当于现如今待客的花生、瓜子和糖果之类。 麻叶对于现今的人来说，不是什么稀罕物，所以，平时也没有人做来吃，我家也是过年的时候，母亲会习惯性的炸一些用塑料袋装起来，待客的话，也是对着我们姐弟，招待客人是不会再用它了。看电视的时候，抓一些来吃，年节里，主要是不能让嘴空闲下来，它只是一个配搭，无法和花生瓜子平起平坐，没有什么实际地位，炸这些用作年货的家也几乎没有了。 过去盼过节，也就是盼有好吃的，现在天天如同过年，对节日的盼望，是节日所特具的那样一种气氛，又或者是节日所给人的一种回忆。	面粉, 400g; 芝麻, 70g; 鸡蛋, 1个	食盐, 适量; 十三香, 适量	1. 取面粉和芝麻放入盆中。2. 打入一只鸡蛋，也可以不加，加入鸡蛋的麻叶会更酥。放入食盐和十三香。3. 慢慢加水，逐步将面和成一团。4. 做好的面团，饧十分钟左右，增加延展性，利于擀制。5. 取饧好的面团，加面粉擀制。6. 擀成薄厚适当的大片。7. 折叠切宽条。8. 将切好的宽条展开，切成菱形片备用。9. 锅内放油，烧至下入一片面皮可以迅速飘起，将制作好的麻叶面胚逐片下入油锅。10. 麻叶炸制成金黄色即可。炸的时候，注意油温，高的时候，可以将火调小，一面炸糊。11. 沥油后的麻叶，晾凉。12. 一次性无法吃完的，用塑料袋封闭起来，随吃随取，省的返潮。	http://www.haodou.com/recipe/48788
